year,party_id,party,lrgen,lrecon,galtan,redistribution
2014,2704,PDL,6.647058963775635,7.176470756530762,5.588235378265381,6.933333396911621
2019,2705,PNL,7.066666603088379,7.25,6,6.8125
2019,2706,UDMR,5.866666793823242,5.6875,6.0625,5.733333110809326
2002,2707,CDR 2000,6.29,6.71,4.43,NA
2006,2708,FDGR,5.29,6,4.29,4.670000076293945
2014,2709,UNPR,3.428571462631226,3.571428537368774,7.642857074737549,4.230769157409668
2014,2710,PP-DD,4.357142925262451,2.538461446762085,8.625,3.454545497894287
2019,2711,PMP,7.071428775787354,7.357142925262451,7.214285850524902,6.92307710647583
2019,2712,ALDE,6.133333206176758,6.133333206176758,6.25,6.066666603088379
2019,2713,USR,6.466666698455811,6.5,2.625,6
2019,2714,PRO,4.285714149475098,4.533333301544189,6.538461685180664,4.142857074737549
2010,2801,LS-HZDS,5,4.428571224212646,7.214285850524902,4.384615421295166
2014,2802,SDKU-DS,6.857142925262451,7.571428775787354,5.307692527770996,7.384615421295166
2019,2803,Smer-SD,4.25,3.5,7.875,2.125
2019,2804,SMK-MKP,5.92307710647583,5.538461685180664,7.142857074737549,4.090909004211426
2019,2805,KDH,6.625,6.1875,8.0625,5
2002,2806,ANO,6.71,7.5,3.54,NA
2010,2807,KSS,0.692307710647583,0.3333333730697632,6.599999904632568,0.5454545617103577
2002,2808,PSNS,8.5,3.75,8.62,NA
2019,2809,SNS,7.4375,4.4375,8.9375,3.533333301544189
2002,2810,HZD,4.23,3.91,6,NA
2010,2811,SF,5.727272510528564,6,2.75,5.625
2019,2812,SaS,7,8.125,3.1875,8.5
2019,2813,MH,5.199999809265137,5.75,4.8125,5.133333206176758
2019,2814,OLaNO,6.571428775787354,6,6.785714149475098,5
2014,2815,NOVA,7.071428775787354,7.07692289352417,7.07692289352417,7
2019,2816,Siet,5.75,7.75,4,5.666666507720947
2019,2817,LSNS,9.3125,3.9375,9.8125,2.266666650772095
2019,2818,Sme Rodina,7.133333206176758,4.857142925262451,8.4375,2.857142925262451
2019,2819,PS,3.8125,5,1.5,4.3125
2019,2820,SPOLU,5.333333492279053,6.125,3,5.6875
2019,2821,Za Ludi,6,6.625,5,5.400000095367432
2010,2901,LDS,4.75,5.833333492279053,1.583333253860474,5.833333492279053
2019,2902,SDS,8.642857551574707,7.5,8.733333587646484,7
2019,2903,SD,2.571428537368774,3.071428537368774,2.533333301544189,2.714285612106323
2014,2904,SLS,6.461538314819336,6.307692527770996,7.07692289352417,5.699999809265137
2019,2905,NSI,7.5,7.357142925262451,8,6.071428775787354
2019,2906,DeSUS,3.769230842590332,3.285714387893677,5.066666603088379,2.785714387893677
2019,2907,SNS,8.714285850524902,6.307692527770996,8.466666221618652,6.833333492279053
2002,2908,SMS,4.4,4,3.2,NA
2006,2909,AS,4.6,3.8,2.6,3
2010,2910,Zares,3.916666507720947,4.583333492279053,1.75,4.333333492279053
2019,2911,SMC,4.785714149475098,5.142857074737549,4.066666603088379,4.5
2019,2912,Levica,0.7142857313156128,0.7142857313156128,1,1.142857193946838
2019,2913,AB,4.214285850524902,4.357142925262451,3.333333253860474,3.5
2014,2914,PS,3.384615421295166,4.153846263885498,3.461538553237915,4.727272510528564
2019,2915,LMS,4.357142925262451,4.642857074737549,4.642857074737549,4.214285850524902
2019,3101,HDZ,6.875,4.833333492279053,7.125,4.545454502105713
2019,3102,SDP,3.416666746139526,3.833333253860474,2.291666746139526,3.545454502105713
2019,3103,HSS,4.666666507720947,3.545454502105713,4.666666507720947,3.428571462631226
2019,3104,HSLS,5.34782600402832,6.958333492279053,3.545454502105713,6.714285850524902
2019,3105,HNS,4.291666507720947,6.291666507720947,1.916666626930237,5.954545497894287
2019,3106,IDS,3.25,5.26086950302124,1.333333373069763,4.476190567016602
2019,3107,HDSSB,8.409090995788574,5.0625,8.545454978942871,3.666666746139526
2019,3108,HSU,4.400000095367432,2.761904716491699,4.941176414489746,2.333333253860474
