partyfacts_id,x,lo,up
1,-2.0311402737270896,-3.124568323948945,-1.3928395069930182
3,-0.8873142315630982,-1.4195893356893272,-0.25290707101860044
5,-0.06491599527555059,-0.6483639414257033,0.48978691141191977
6,-0.9026444440689332,-1.2700681480747278,-0.5420643880281012
10,-0.46340268629281656,-0.9701036572032452,0.13082715363345385
34,-1.5222980290658876,-1.9464525335106366,-1.1279124690065343
36,0.43037018583613146,0.008361198652743443,0.8691203705350286
41,0.6520176616695691,0.147022132347695,1.1604462595885956
42,0.7732651103980754,0.17070040538573228,1.327728976012632
43,0.6175399189760231,0.11386682386772969,1.1631023714708655
45,-0.3833843426508083,-0.725147183189109,-0.010547662910756112
48,-1.925672930057611,-2.867046094723841,-1.3469600569176394
49,-0.1287053661187707,-0.49581761556881504,0.2270503642073727
50,-0.25510085347636424,-0.6570861892758569,0.1534630459256138
51,1.2056979256915192,0.03873310024508114,2.099417850132241
53,0.01060784129361288,-0.6913513841985582,0.747384863665086
59,0.5517650083753262,-0.06171552974189396,1.1583522845084824
61,0.4649241672656692,-0.09209889897568178,1.0338773641050911
62,-0.5399486758504364,-0.9437121282729442,-0.09223354868779864
63,0.45066573807458965,-0.29789240604667094,1.1625761087961537
64,-0.7199969724039664,-1.1895778193301616,-0.2154609712997563
70,1.104264664420542,0.1823094281210891,1.8804220223349448
71,0.7827505925230025,0.09638346913535062,1.4364248926308247
72,-0.16670714326252195,-0.45571302378032774,0.12603659514516088
76,-0.2465558286720409,-0.6549550179196703,0.18137303717636885
86,-0.9786556214023515,-1.3849191862725982,-0.5429282790515294
88,0.24879601027523263,-0.4229656061820948,0.8834162263882072
95,-1.3819222721004745,-1.9265970138057098,-0.7432127395465092
96,2.2064173542663457,1.3064915030327002,3.4108513702868684
101,1.8035589116568502,0.9225525357558643,2.7820186426205353
102,-0.23802720526343546,-0.6336085575216881,0.16004554643908203
116,-1.7219377457052853,-2.276794627519986,-1.2641756735299396
118,-0.017478860458502818,-0.3693724435446682,0.32979480146194745
120,-0.8753296248749096,-1.3195200254886068,-0.41493627560553137
139,0.27768823743924903,-0.15379698305155193,0.7363361607702685
143,0.48213429200102986,-0.13146060198575282,1.1051599486239776
150,-0.8083374348309658,-1.2203180654788086,-0.39355176916028783
153,0.1680764052070988,-0.5252818891730506,0.7961407610016948
161,0.42205773807942537,-0.01797818734797226,0.9142585149187538
162,-2.0421766187973107,-3.1469184314080536,-1.3945779457567224
163,0.9320966251683189,0.004781175283328749,1.7089689382731523
164,0.24795345781513878,-0.37613200960459364,0.8360340946021982
165,0.1635907305962686,-0.5068635265410446,0.7719635246099711
172,0.8797055392278158,-0.12666129064373205,1.7100931118435676
185,0.7143697431970644,0.012997276679476217,1.3718553745914086
186,-0.7036777324236412,-1.08646971825467,-0.31186163670660766
187,-0.8334683011770703,-1.2844249034250073,-0.3563333660999934
190,0.24553268706596987,-0.3331044368489358,0.8178105714845281
193,0.6432165512777539,0.22947223438387207,1.0687770282383589
