partyfacts_id,x,lo,up
1,-1.8952476405513958,-2.4849814977502165,-1.4563757857820456
3,-1.1288423079862016,-1.4636535746986783,-0.7571482832732997
4,-1.0509115753119382,-1.4445411234072447,-0.6145093391340233
5,0.06551021777050445,-0.2810387694645447,0.4069439532724912
6,-1.0773290851111526,-1.3481334827962128,-0.7937243705794648
10,-0.3315715979797634,-0.6375935324157672,-0.02768621052867158
11,-0.04446412756898031,-0.5247297129819792,0.512930605775485
14,-0.32004173057648166,-0.6146382748538347,-0.024341015907583342
17,-1.161678951969368,-1.4986932255322916,-0.7772470906965903
19,-0.5874592465600986,-1.0862414763350114,-0.15200684177563173
29,-0.7383736319435361,-1.174729224607019,-0.32715093924763383
31,-1.7418732256831908,-2.244369369697734,-1.3118315462701013
34,-1.3748560595709014,-1.7679067577479566,-0.9257490393015885
36,0.9058000127922565,0.45623546915192814,1.3361233275597326
41,0.6302191460605332,0.2728578559046448,0.9937642767099758
42,1.1287514217632162,0.6691359493870828,1.5791048359329607
43,0.9100753761278925,0.4231734298639156,1.383877192076663
44,-1.3476365490486146,-1.6903314196796753,-0.974071988189479
45,-0.26525717138510785,-0.561367052095396,0.03431281318793515
48,-2.138183403538571,-3.0556431881306003,-1.5759157548640028
49,0.1742256555537612,-0.18153534397975898,0.5249862201452835
50,-0.18802430475712084,-0.5473707277789173,0.18913034696935413
51,1.2785723181027426,0.6499638196128735,1.8721913041919485
53,0.42308030361766213,-0.08732976410961013,0.9399858177688636
54,-0.5173383829619351,-0.8827677488044945,-0.1827216743332993
55,-0.1747691103770867,-0.446098754461056,0.11986509536425075
58,0.37276335727530485,0.08250657879968876,0.6570656672572367
59,0.6574323456698701,0.18796883898935524,1.1220886526130534
61,0.6506244616739876,0.14146679490541977,1.1652742416060684
62,-0.6037693464864682,-1.0133060489173449,-0.23373435249313645
63,0.5204205691535655,-0.061020451331510045,1.0612936397567256
64,-0.5839472198499709,-1.1016410178816651,-0.13696749971711633
70,0.9651888338825962,0.3069069231333196,1.5411587614336344
71,1.2085169171613592,0.7444064446158368,1.6413830329433718
72,-0.11123457129541567,-0.36299701982891647,0.1448105477879884
76,-0.061066748631053616,-0.36792984189768546,0.25676791756419165
78,0.52443520339002625,0.059484406067164,0.9665911167197538
81,0.2618827128055913,-0.3026889320836221,0.8513689802984656
82,-0.19485568742175063,-0.47536052496707387,0.09445224115806482
86,-1.2327542109062601,-1.6418207006348118,-0.7172553937136733
87,-0.5856752914591605,-1.0814257301007673,-0.15989001185915044
88,0.2546402830178992,-0.03161101139881941,0.5346881631098703
91,-0.7936928020067695,-1.1663544910393568,-0.43047243080198155
96,1.6452191516453247,1.087946404552936,2.229235455935056
98,0.3514617993085827,-0.09183745837900241,0.8064714994698949
99,-0.7004909680169868,-1.2046554946329737,-0.25532488985517204
101,1.7576715896385169,1.2403139284101887,2.3580922054847258
102,-0.5117487976127586,-0.9544690618931254,-0.1080726625028023
104,0.5187521923898876,0.06968230556155325,0.9519386171461881
109,-0.8450903397020515,-1.2177686729867114,-0.4734208208142634
110,-0.08411812629839827,-0.5994168650329569,0.5070434731237387
115,0.23065317413713354,-0.3724031569248226,0.8988256846869754
116,-2.2659280591427864,-3.2898941486742013,-1.6416342935263049
118,0.5318954842706565,0.13035393490945926,0.9415122944657017
120,-0.6851022762508613,-1.0717829229324054,-0.3325638381252818
121,-1.8039331487771562,-2.431199331958121,-1.308786743981763
137,0.06431205571829653,-0.29897197776828693,0.4375056549755868
139,0.06963118948555086,-0.19097169092803476,0.3362154405728227
143,0.43268310614878125,-0.04146985385532966,0.9097749039357382
149,-0.48325308733466876,-0.9998200033648218,-0.018023087126680565
150,-0.8957625184545959,-1.3082155395898696,-0.47712044544565535
152,-0.848672483214685,-1.2150992431181906,-0.49138934770405707
153,0.42105710640062866,-0.026066361388275193,0.8686243922608982
159,0.3837592361269209,-0.27222332287736456,1.0250203776883675
161,0.507449026727777,0.17113843951189928,0.8423558847530124
162,-1.5631690017646975,-1.961737433722582,-1.1717468936406321
